year,mm-dd,location,parameter,unit,datatype,value
2016,12-May,BON,spill,kcfs,Spill,100.7
2016,13-May,BON,spill,kcfs,Spill,99.9
2016,14-May,BON,spill,kcfs,Spill,100
2016,15-May,BON,spill,kcfs,Spill,100.8
2016,16-May,BON,spill,kcfs,Spill,100.1
2016,17-May,BON,spill,kcfs,Spill,99.7
2016,18-May,BON,spill,kcfs,Spill,99.6
2016,19-May,BON,spill,kcfs,Spill,99.7
2016,20-May,BON,spill,kcfs,Spill,99.9
2016,21-May,BON,spill,kcfs,Spill,99.5
2016,22-May,BON,spill,kcfs,Spill,100
2016,23-May,BON,spill,kcfs,Spill,100.6
2016,24-May,BON,spill,kcfs,Spill,99.7
2016,25-May,BON,spill,kcfs,Spill,100.2
2016,26-May,BON,spill,kcfs,Spill,100.5
2016,27-May,BON,spill,kcfs,Spill,101.3
2016,28-May,BON,spill,kcfs,Spill,100.9
2016,29-May,BON,spill,kcfs,Spill,100.8
2016,30-May,BON,spill,kcfs,Spill,100.1
2016,31-May,BON,spill,kcfs,Spill,99.7
2016,1-Jun,BON,spill,kcfs,Spill,98.9
2016,20-Apr,JDA,spill,kcfs,Spill,87.7
2016,21-Apr,JDA,spill,kcfs,Spill,91.4
2016,22-Apr,JDA,spill,kcfs,Spill,101.9
2016,23-Apr,JDA,spill,kcfs,Spill,119
2016,24-Apr,JDA,spill,kcfs,Spill,115.9
2016,25-Apr,JDA,spill,kcfs,Spill,102.8
2016,26-Apr,JDA,spill,kcfs,Spill,97.4
2016,27-Apr,JDA,spill,kcfs,Spill,89.7
2016,28-Apr,JDA,spill,kcfs,Spill,93.1
2016,29-Apr,JDA,spill,kcfs,Spill,93.8
2016,30-Apr,JDA,spill,kcfs,Spill,109.6
2016,1-May,JDA,spill,kcfs,Spill,100.5
2016,2-May,JDA,spill,kcfs,Spill,78.1
2016,3-May,JDA,spill,kcfs,Spill,78.7
2016,4-May,JDA,spill,kcfs,Spill,99.6
2016,5-May,JDA,spill,kcfs,Spill,95.2
2016,6-May,JDA,spill,kcfs,Spill,82.6
2016,7-May,JDA,spill,kcfs,Spill,84.5
2016,8-May,JDA,spill,kcfs,Spill,112.4
2016,9-May,JDA,spill,kcfs,Spill,107.4
2016,10-May,JDA,spill,kcfs,Spill,89.2
2016,11-May,JDA,spill,kcfs,Spill,90.9
2016,12-May,JDA,spill,kcfs,Spill,108.7
2016,13-May,JDA,spill,kcfs,Spill,103.8
2016,14-May,JDA,spill,kcfs,Spill,77.1
2016,15-May,JDA,spill,kcfs,Spill,78.4
2016,16-May,JDA,spill,kcfs,Spill,106
2016,17-May,JDA,spill,kcfs,Spill,104.2
2016,18-May,JDA,spill,kcfs,Spill,68.8
2016,19-May,JDA,spill,kcfs,Spill,75.2
2016,20-May,JDA,spill,kcfs,Spill,107.1
2016,21-May,JDA,spill,kcfs,Spill,89.5
2016,22-May,JDA,spill,kcfs,Spill,59.2
2016,23-May,JDA,spill,kcfs,Spill,67.4
2016,24-May,JDA,spill,kcfs,Spill,90.6
2016,25-May,JDA,spill,kcfs,Spill,86.8
2016,26-May,JDA,spill,kcfs,Spill,65.7
2016,27-May,JDA,spill,kcfs,Spill,71.2
2016,28-May,JDA,spill,kcfs,Spill,81.5
2016,29-May,JDA,spill,kcfs,Spill,73.9
2016,30-May,JDA,spill,kcfs,Spill,64.8
2016,31-May,JDA,spill,kcfs,Spill,70.5
2016,1-Jun,JDA,spill,kcfs,Spill,71.7
2016,20-Apr,TDA,spill,kcfs,Spill,110.5
2016,21-Apr,TDA,spill,kcfs,Spill,111.8
2016,22-Apr,TDA,spill,kcfs,Spill,123.3
2016,23-Apr,TDA,spill,kcfs,Spill,112.1
2016,24-Apr,TDA,spill,kcfs,Spill,116.5
2016,25-Apr,TDA,spill,kcfs,Spill,128.1
2016,26-Apr,TDA,spill,kcfs,Spill,123.2
2016,27-Apr,TDA,spill,kcfs,Spill,114.1
2016,28-Apr,TDA,spill,kcfs,Spill,119.3
2016,29-Apr,TDA,spill,kcfs,Spill,111.9
2016,30-Apr,TDA,spill,kcfs,Spill,108
2016,1-May,TDA,spill,kcfs,Spill,103.6
2016,2-May,TDA,spill,kcfs,Spill,99.2
2016,3-May,TDA,spill,kcfs,Spill,94
2016,4-May,TDA,spill,kcfs,Spill,95.7
2016,5-May,TDA,spill,kcfs,Spill,93.5
2016,6-May,TDA,spill,kcfs,Spill,105.3
2016,7-May,TDA,spill,kcfs,Spill,100
2016,8-May,TDA,spill,kcfs,Spill,110.7
2016,9-May,TDA,spill,kcfs,Spill,107
2016,10-May,TDA,spill,kcfs,Spill,113.9
2016,11-May,TDA,spill,kcfs,Spill,108.6
2016,12-May,TDA,spill,kcfs,Spill,104.2
2016,13-May,TDA,spill,kcfs,Spill,103.3
2016,14-May,TDA,spill,kcfs,Spill,94
2016,15-May,TDA,spill,kcfs,Spill,91.8
2016,16-May,TDA,spill,kcfs,Spill,98.6
2016,17-May,TDA,spill,kcfs,Spill,102.1
2016,18-May,TDA,spill,kcfs,Spill,85.6
2016,19-May,TDA,spill,kcfs,Spill,87.6
2016,20-May,TDA,spill,kcfs,Spill,99.1
2016,21-May,TDA,spill,kcfs,Spill,86.9
2016,22-May,TDA,spill,kcfs,Spill,73.6
2016,23-May,TDA,spill,kcfs,Spill,78.4
2016,24-May,TDA,spill,kcfs,Spill,84.7
2016,25-May,TDA,spill,kcfs,Spill,83.4
2016,26-May,TDA,spill,kcfs,Spill,81.1
2016,27-May,TDA,spill,kcfs,Spill,84.6
2016,28-May,TDA,spill,kcfs,Spill,76.1
2016,29-May,TDA,spill,kcfs,Spill,69.9
2016,30-May,TDA,spill,kcfs,Spill,80.5
2016,31-May,TDA,spill,kcfs,Spill,82.8
2016,1-Jun,TDA,spill,kcfs,Spill,65.8
2015,20-Apr,JDA,spill,kcfs,Spill,50
2015,21-Apr,JDA,spill,kcfs,Spill,47.4
2015,22-Apr,JDA,spill,kcfs,Spill,47.8
2015,23-Apr,JDA,spill,kcfs,Spill,50.6
2015,24-Apr,JDA,spill,kcfs,Spill,47.4
2015,25-Apr,JDA,spill,kcfs,Spill,45.2
2015,26-Apr,JDA,spill,kcfs,Spill,46.9
2015,27-Apr,JDA,spill,kcfs,Spill,53.7
2015,28-Apr,JDA,spill,kcfs,Spill,48.1
2015,29-Apr,JDA,spill,kcfs,Spill,47.4
2015,30-Apr,JDA,spill,kcfs,Spill,54.1
2015,1-May,JDA,spill,kcfs,Spill,63.3
2015,2-May,JDA,spill,kcfs,Spill,55.4
2015,3-May,JDA,spill,kcfs,Spill,56.4
2015,4-May,JDA,spill,kcfs,Spill,73.9
2015,5-May,JDA,spill,kcfs,Spill,62.8
2015,6-May,JDA,spill,kcfs,Spill,51.3
2015,7-May,JDA,spill,kcfs,Spill,54.6
2015,8-May,JDA,spill,kcfs,Spill,67.5
2015,9-May,JDA,spill,kcfs,Spill,61.4
2015,10-May,JDA,spill,kcfs,Spill,42.9
2015,11-May,JDA,spill,kcfs,Spill,45
2015,12-May,JDA,spill,kcfs,Spill,65.8
2015,13-May,JDA,spill,kcfs,Spill,71.1
2015,14-May,JDA,spill,kcfs,Spill,57.9
2015,15-May,JDA,spill,kcfs,Spill,62.3
2015,16-May,JDA,spill,kcfs,Spill,71.4
2015,17-May,JDA,spill,kcfs,Spill,64.5
2015,18-May,JDA,spill,kcfs,Spill,61.5
2015,19-May,JDA,spill,kcfs,Spill,63.4
2015,20-May,JDA,spill,kcfs,Spill,77.3
2015,21-May,JDA,spill,kcfs,Spill,80.6
2015,22-May,JDA,spill,kcfs,Spill,60.6
2015,23-May,JDA,spill,kcfs,Spill,64
2015,24-May,JDA,spill,kcfs,Spill,89
2015,25-May,JDA,spill,kcfs,Spill,81.1
2015,26-May,JDA,spill,kcfs,Spill,63.4
2015,27-May,JDA,spill,kcfs,Spill,69.3
2015,28-May,JDA,spill,kcfs,Spill,84.5
2015,29-May,JDA,spill,kcfs,Spill,78.3
2015,30-May,JDA,spill,kcfs,Spill,54.5
2015,31-May,JDA,spill,kcfs,Spill,61.8
2015,1-Jun,JDA,spill,kcfs,Spill,78.5
2015,20-Apr,BON,spill,kcfs,Spill,99.5
2015,21-Apr,BON,spill,kcfs,Spill,99.6
2015,22-Apr,BON,spill,kcfs,Spill,99.9
2015,23-Apr,BON,spill,kcfs,Spill,100.6
2015,24-Apr,BON,spill,kcfs,Spill,100.3
2015,25-Apr,BON,spill,kcfs,Spill,100.1
2015,26-Apr,BON,spill,kcfs,Spill,100.2
2015,27-Apr,BON,spill,kcfs,Spill,99.7
2015,28-Apr,BON,spill,kcfs,Spill,99
2015,29-Apr,BON,spill,kcfs,Spill,99.4
2015,30-Apr,BON,spill,kcfs,Spill,99.2
2015,1-May,BON,spill,kcfs,Spill,100.4
2015,2-May,BON,spill,kcfs,Spill,100.1
2015,3-May,BON,spill,kcfs,Spill,99.3
2015,4-May,BON,spill,kcfs,Spill,99.3
2015,5-May,BON,spill,kcfs,Spill,99.1
2015,6-May,BON,spill,kcfs,Spill,99.2
2015,7-May,BON,spill,kcfs,Spill,99.4
2015,8-May,BON,spill,kcfs,Spill,99.9
2015,9-May,BON,spill,kcfs,Spill,99.9
2015,10-May,BON,spill,kcfs,Spill,100.3
2015,11-May,BON,spill,kcfs,Spill,100.4
2015,12-May,BON,spill,kcfs,Spill,99.7
2015,13-May,BON,spill,kcfs,Spill,99.3
2015,14-May,BON,spill,kcfs,Spill,99.3
2015,15-May,BON,spill,kcfs,Spill,99.4
2015,16-May,BON,spill,kcfs,Spill,100.1
2015,17-May,BON,spill,kcfs,Spill,100.5
2015,18-May,BON,spill,kcfs,Spill,99.5
2015,19-May,BON,spill,kcfs,Spill,99.2
2015,20-May,BON,spill,kcfs,Spill,99.2
2015,21-May,BON,spill,kcfs,Spill,99
2015,22-May,BON,spill,kcfs,Spill,99.2
2015,23-May,BON,spill,kcfs,Spill,99.7
2015,24-May,BON,spill,kcfs,Spill,100.2
2015,25-May,BON,spill,kcfs,Spill,100.3
2015,26-May,BON,spill,kcfs,Spill,99.9
2015,27-May,BON,spill,kcfs,Spill,100.1
2015,28-May,BON,spill,kcfs,Spill,99.5
2015,29-May,BON,spill,kcfs,Spill,99.2
2015,30-May,BON,spill,kcfs,Spill,99.9
2015,31-May,BON,spill,kcfs,Spill,100.4
2015,1-Jun,BON,spill,kcfs,Spill,100
2015,20-Apr,TDA,spill,kcfs,Spill,61.5
2015,21-Apr,TDA,spill,kcfs,Spill,59.2
2015,22-Apr,TDA,spill,kcfs,Spill,56.7
2015,23-Apr,TDA,spill,kcfs,Spill,61.5
2015,24-Apr,TDA,spill,kcfs,Spill,57.4
2015,25-Apr,TDA,spill,kcfs,Spill,55.8
2015,26-Apr,TDA,spill,kcfs,Spill,56.6
2015,27-Apr,TDA,spill,kcfs,Spill,67
2015,28-Apr,TDA,spill,kcfs,Spill,58.6
2015,29-Apr,TDA,spill,kcfs,Spill,54.5
2015,30-Apr,TDA,spill,kcfs,Spill,48.1
2015,1-May,TDA,spill,kcfs,Spill,59.9
2015,2-May,TDA,spill,kcfs,Spill,67
2015,3-May,TDA,spill,kcfs,Spill,65.6
2015,4-May,TDA,spill,kcfs,Spill,65.4
2015,5-May,TDA,spill,kcfs,Spill,59.3
